id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,distancia_a,distancia_b,peso_a,peso_b,modalidad_a,modalidad_b,clasificacion_phase5,razon_phase5
545,"Individual All-Around, Men (Intercalated)",546,"Individual All-Around, 5 Events, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,5 events,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""all"", ""around"", ""intercalated""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""5"", ""all"", ""around"", ""intercalated""]]",,,,,individual,individual,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
545,"Individual All-Around, Men (Intercalated)",1114,"Individual All-Around, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.788732,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""all"", ""around"", ""intercalated""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""all"", ""around""]]",,,,,individual,individual,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
547,"Team All-Around, Men (Intercalated)",1086,"Team All-Around, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.745763,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""all"", ""around"", ""intercalated""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""all"", ""around""]]",,,,,team,team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
564,"Standing High Jump, Men (Intercalated)",1049,"Standing High Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""intercalated"", ""jump"", ""standing""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""jump"", ""standing""]]",,,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
734,"Unlimited, One Hand, Men (Olympic)",1174,"Unlimited, One Hand, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.738462,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,intercalated,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hand"", ""one"", ""unlimited""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hand"", ""intercalated"", ""one"", ""unlimited""]]",,,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
851,"100 metres Freestyle, Men (Olympic)",895,"100 metres Freestyle, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.753623,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,intercalated,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], [""intercalated""]]",100:m,100:m,,,freestyle,freestyle,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
862,"Parallel Bars, Men (Olympic)",1116,"Parallel Bars, Teams, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.892857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1896', 'Summer')]",,teams,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""bars"", ""parallel""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""bars"", ""parallel"", ""teams""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1013,"400 metres Hurdles, Men (Olympic)",1097,"400 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.759494,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer')]",,handicap medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""400:m""], [], [], [""hurdles""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""400:m""], [], [], [""handicap"", ""hurdles""]]",400:m,400:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1020,"5,000 metres, Men (Olympic)",1055,"5,000 metres, Team, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,team,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""5000:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""team""], [""5000:m""], [], [], []]",5000:m,5000:m,,,,team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
1037,"5 miles, Men (Olympic)",1164,"5 miles, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""5:mile""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""5:mile""], [], [], []]",5:mile,5:mile,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1042,"1,500 metres, Men (Intercalated)",1125,"1,500 metres Race Walk, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.852941,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,race walk,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""1500:m""], [], [], [""intercalated""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""1500:m""], [], [], [""intercalated"", ""race"", ""walk""]]",1500:m,1500:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1047,"100 yards, Handicap, Men (Olympic (non-medal))",1151,"100 yards, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""100:yd""], [], [], [""handicap""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""100:yd""], [], [], []]",100:yd,100:yd,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1048,"120 yards Hurdles, Handicap, Men (Olympic (non-medal))",1103,"120 yards Hurdles, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""120:yd""], [], [], [""handicap"", ""hurdles""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""120:yd""], [], [], [""hurdles""]]",120:yd,120:yd,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1052,"3,000 metres Race Walk, Men (Olympic)",1173,"3,000 metres Race Walk, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.767123,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,intercalated,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""3000:m""], [], [], [""race"", ""walk""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""3000:m""], [], [], [""intercalated"", ""race"", ""walk""]]",3000:m,3000:m,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
1058,"2,500 metres Steeplechase, Men (Olympic)",1059,"2,500 metres Steeplechase, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.795699,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer')]",,handicap medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""2500:m""], [], [], [""steeplechase""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""2500:m""], [], [], [""handicap"", ""steeplechase""]]",2500:m,2500:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1063,"Standing Triple Jump, Men (Olympic)",1106,"Standing Triple Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""standing"", ""triple""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""standing"", ""triple""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1064,"Javelin Throw, Freestyle, Men (Intercalated)",1065,"Javelin Throw, Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [], [], [], [""intercalated"", ""javelin"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [], [], [], [""javelin"", ""throw""]]",,,,,freestyle,freestyle,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
1067,"Light-Heavyweight, Greco-Roman, Men (Olympic)",1096,"Heavyweight, Greco-Roman, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.921053,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",light,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""greco"", ""light"", ""roman""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""greco"", ""roman""]]",,,,,heavyweight,heavyweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1069,"1 mile, Handicap, Men (Olympic (non-medal))",1138,"1 mile, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.861538,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""1:mile""], [], [], [""handicap""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""1:mile""], [], [], []]",1:mile,1:mile,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1069,"1 mile, Handicap, Men (Olympic (non-medal))",1162,"1 mile, Team, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.936709,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""1:mile""], [], [], [""handicap""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""team""], [""1:mile""], [], [], [""handicap""]]",1:mile,1:mile,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1071,"Pole Vault, Handicap, Men (Olympic (non-medal))",1169,"Pole Vault, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.876712,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""handicap"", ""pole"", ""vault""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""pole"", ""vault""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1072,"Heavyweight, Men (Olympic)",1096,"Heavyweight, Greco-Roman, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.793103,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,greco roman,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""greco"", ""roman""]]",,,,,heavyweight,heavyweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
